iter	Passed	Remaining
149	6627	4411392
150	6680	4417733
151	6728	4419773
152	6794	4433806
153	6847	4439830
154	6908	4450005
155	6946	4445635
156	7001	4452698
157	7044	4451631
158	7106	4462681
159	7145	4459103
160	7198	4464134
161	7241	4462897
162	7296	4469370
163	7335	4465714
164	7399	4476859
165	7437	4472931
166	7494	4480142
167	7532	4475861
168	7579	4477376
169	7628	4479562
170	7707	4499449
171	7760	4504066
172	7819	4512234
173	7851	4504420
174	7893	4502426
175	7936	4501459
176	7986	4504390
177	8021	4498353
178	8067	4499113
179	8099	4491383
180	8150	4494977
181	8183	4488280
182	8227	4487553
183	8256	4479051
184	8294	4475358
185	8325	4468011
186	8372	4469055
187	8410	4465032
188	8454	4464823
189	8506	4468431
190	8559	4472702
191	8588	4464350
192	8627	4461510
193	8655	4452827
194	8691	4448271
195	8718	4439715
196	8766	4441008
197	8798	4434977
198	8844	4435400
199	8878	4430169
200	8932	4434923
201	8966	4430107
202	9021	4435245
203	9068	4436394
204	9118	4438991
205	9153	4434232
206	9200	4435509
207	9229	4427847
208	9276	4429109
209	9310	4424494
210	9355	4424324
211	9383	4416737
212	9424	4415063
213	9456	4409511
214	9504	4411099
215	9540	4407549
216	9590	4410196
217	9623	4405048
218	9669	4405766
219	9697	4398436
220	9736	4395808
221	9762	4387867
222	9799	4384799
223	9824	4376045
224	9862	4373469
225	9890	4366649
226	9928	4363980
227	9954	4355953
228	9992	4353337
229	10022	4347457
230	10066	4347604
231	10095	4341348
232	10133	4339184
233	10160	4332133
234	10200	4330494
235	10226	4323183
236	10264	4320630
237	10291	4313973
238	10333	4313231
239	10359	4306290
240	10400	4305053
241	10430	4299676
242	10477	4301183
243	10513	4298230
244	10573	4305244
245	10620	4306838
246	10674	4310921
247	10706	4306429
248	10743	4303754
249	10768	4296665
250	10807	4295134
251	10838	4290281
252	10888	4292715
253	10920	4288533
254	10968	4290445
255	11000	4286206
256	11048	4288087
257	11081	4284011
258	11135	4288143
259	11186	4291430
260	11256	4301618
261	11295	4299819
262	11341	4300912
263	11373	4296639
264	11438	4304850
265	11484	4306128
266	11553	4315546
267	11592	4313845
268	11646	4317767
269	11688	4317567
270	11737	4319448
271	11769	4315134
272	11811	4314751
273	11838	4308783
274	11879	4307893
275	11906	4302030
276	11946	4300733
277	11970	4294118
278	12011	4293264
279	12039	4287891
280	12078	4286412
281	12105	4280656
282	12151	4281580
283	12186	4278728
284	12233	4280075
285	12258	4273879
286	12297	4272573
287	12322	4266345
288	12363	4265831
289	12390	4260342
290	12428	4258699
291	12457	4253900
292	12496	4252617
293	12520	4246285
294	12557	4244383
295	12581	4238038
296	12618	4235929
297	12643	4230281
298	12681	4228598
299	12692	4217976
300	12726	4215380
301	12771	4216165
302	12799	4211494
303	12844	4212373
304	12878	4209426
305	12928	4212115
306	12961	4209086
307	13004	4209134
308	13032	4204556
309	13085	4208102
310	13132	4209689
311	13194	4215783
312	13229	4213457
313	13273	4213999
314	13303	4210079
315	13348	4210841
316	13384	4208848
317	13430	4209893
318	13458	4205654
319	13505	4206931
320	13537	4203686
321	13581	4204311
322	13612	4200718
323	13659	4202183
324	13688	4198174
325	13741	4201532
326	13781	4200891
327	13822	4200341
328	13848	4195564
329	13887	4194538
330	13916	4190430
331	13953	4189022
332	13986	4186144
333	14033	4187663
334	14058	4182408
335	14097	4181459
336	14124	4177233
337	14171	4178519
338	14200	4174697
339	14243	4175009
340	14269	4170392
341	14307	4169072
342	14331	4163973
343	14368	4162547
344	14394	4157841
345	14432	4156673
346	14455	4151396
347	14496	4151297
348	14523	4146865
349	14564	4146702
350	14594	4143317
351	14630	4141811
352	14656	4137379
353	14697	4137162
354	14722	4132459
355	14765	4132768
356	14797	4130181
357	14837	4129631
358	14866	4126138
359	14904	4125169
360	14933	4121669
361	14972	4121161
362	14999	4117092
363	15037	4116065
364	15067	4112930
365	15106	4112272
366	15135	4109056
367	15184	4111024
368	15217	4108788
369	15271	4112251
370	15303	4109689
371	15347	4110354
372	15380	4107995
373	15422	4108267
374	15452	4105085
375	15490	4104210
376	15520	4101383
377	15570	4103570
378	15602	4101150
379	15655	4104103
380	15690	4102540
381	15737	4103987
382	15766	4100938
383	15806	4100471
384	15841	4098840
385	15883	4099070
386	15913	4096140
387	15953	4095812
388	15982	4092730
389	16021	4092180
390	16051	4089105
391	16092	4089262
392	16124	4086796
393	16165	4086689
394	16193	4083445
395	16235	4083611
396	16262	4079964
397	16318	4083777
398	16348	4081115
399	16388	4080836
400	16419	4078125
401	16461	4078451
402	16483	4073603
403	16527	4074384
404	16556	4071545
405	16597	4071527
406	16624	4067968
407	16663	4067574
408	16689	4063851
409	16729	4063706
410	16761	4061549
411	16807	4062631
412	16835	4059516
413	16879	4060213
414	16907	4057124
415	16947	4056959
416	16972	4053271
417	17012	4052986
418	17038	4049495
419	17076	4048768
420	17108	4046556
421	17159	4049182
422	17191	4046944
423	17241	4049216
424	17277	4048100
425	17319	4048383
426	17351	4046161
427	17393	4046569
428	17424	4044145
429	17471	4045624
430	17497	4042138
431	17535	4041694
432	17559	4037811
433	17600	4037814
434	17627	4034725
435	17675	4036330
436	17707	4034270
437	17749	4034698
438	17778	4031996
439	17817	4031641
440	17845	4028708
441	17890	4029769
442	17923	4028057
443	17963	4027946
444	17991	4024961
445	18029	4024379
446	18053	4020821
447	18090	4019930
448	18115	4016607
449	18152	4015800
450	18176	4012185
451	18213	4011256
452	18239	4008035
453	18277	4007607
454	18301	4004021
455	18340	4003694
456	18368	4001080
457	18409	4001222
458	18436	3998253
459	18475	3997968
460	18501	3994789
461	18540	3994559
462	18564	3991055
463	18601	3990356
464	18628	3987576
465	18669	3987564
466	18693	3984266
467	18730	3983465
468	18756	3980402
469	18794	3979963
470	18818	3976688
471	18858	3976638
472	18883	3973475
473	18952	3979562
474	19012	3983670
475	19059	3985139
476	19085	3982075
477	19128	3982742
478	19155	3979996
479	19200	3980895
480	19228	3978391
481	19270	3978689
482	19303	3977239
483	19393	3987496
484	19445	3989881
485	19514	3995720
486	19552	3995365
487	19643	4005757
488	19686	4006213
489	19748	4010639
490	19784	4009720
491	19831	4011026
492	19872	4011032
493	19943	4017194
494	19984	4017365
495	20042	4020718
496	20082	4020596
497	20138	4023746
498	20179	4023720
499	20303	4040466
500	20344	4040513
501	20395	4042459
502	20430	4041376
503	20487	4044420
504	20522	4043436
505	20578	4046300
506	20616	4045746
507	20675	4049285
508	20714	4048874
509	20782	4054220
510	20820	4053730
511	20879	4057053
512	20967	4066266
513	21067	4077634
514	21109	4077767
515	21174	4082410
516	21231	4085446
517	21319	4094498
518	21391	4100351
519	21497	4112691
520	21544	4113736
521	21595	4115512
522	21618	4111857
523	21667	4113430
524	21714	4114406
525	21789	4120607
526	21828	4120272
527	21886	4123282
528	21926	4122952
529	21974	4124172
530	22007	4122507
531	22057	4124149
532	22090	4122499
533	22178	4131092
534	22228	4132701
535	22297	4137740
536	22345	4138758
537	22399	4141019
538	22444	4141698
539	22502	4144640
540	22545	4144790
541	22634	4153530
542	22676	4153426
543	22734	4156394
544	22774	4156016
545	22835	4159452
546	22890	4161823
547	22952	4165469
548	22987	4164249
549	23043	4166723
550	23081	4165962
551	23179	4176082
552	23223	4176273
553	23288	4180446
554	23331	4180620
555	23389	4183405
556	23427	4182594
557	23494	4186922
558	23528	4185576
559	23582	4187537
560	23621	4186925
561	23673	4188652
562	23709	4187537
563	23788	4193991
564	23829	4193695
565	23883	4195844
566	23918	4194568
567	23973	4196710
568	24042	4201390
569	24138	4210761
570	24190	4212244
571	24248	4215071
572	24287	4214437
573	24345	4217113
574	24386	4216668
575	24463	4222723
576	24512	4223807
577	24593	4230288
578	24642	4231353
579	24702	4234339
580	24754	4235986
581	24827	4241072
582	24869	4240961
583	24952	4247771
584	24998	4248222
585	25074	4253872
586	25151	4259613
587	25231	4265900
588	25285	4267669
589	25377	4275838
590	25451	4281059
591	25582	4295817
592	25651	4299996
593	25716	4303581
594	25763	4304205
595	25830	4308120
596	25871	4307744
597	25929	4310027
598	25973	4310189
599	26031	4312485
600	26071	4312031
601	26134	4315180
602	26187	4316689
603	26245	4318992
604	26289	4319081
605	26335	4319519
606	26370	4318050
607	26413	4317981
608	26439	4315093
609	26485	4315401
610	26519	4313780
611	26567	4314583
612	26597	4312317
613	26646	4313218
614	26675	4310765
615	26730	4312631
616	26768	4311668
617	26819	4312912
618	26853	4311330
619	26900	4311921
620	26932	4309967
621	26982	4311052
622	27009	4308345
623	27053	4308476
624	27080	4305803
625	27123	4305707
626	27148	4302769
627	27190	4302564
628	27215	4299612
629	27261	4300026
630	27287	4297251
631	27333	4297615
632	27360	4295066
633	27407	4295573
634	27436	4293289
635	27483	4293799
636	27514	4291816
637	27563	4292781
638	27593	4290701
639	27641	4291285
640	27671	4289286
641	27723	4290569
642	27757	4289126
643	27809	4290500
644	27843	4288981
645	27891	4289694
646	27924	4288108
647	27982	4290360
648	28023	4289855
649	28075	4291168
650	28110	4289873
651	28168	4292111
652	28205	4291135
653	28259	4292746
654	28294	4291402
655	28345	4292555
656	28375	4290551
657	28424	4291359
658	28456	4289652
659	28506	4290669
660	28542	4289607
661	28589	4290035
662	28618	4287825
663	28662	4288015
664	28694	4286195
665	28740	4286664
666	28769	4284435
667	28814	4284663
668	28840	4282206
669	28885	4282410
670	28912	4279941
671	28958	4280311
672	28987	4278253
673	29034	4278726
674	29062	4276456
675	29108	4276935
676	29135	4274474
677	29180	4274726
678	29208	4272552
679	29257	4273314
680	29293	4272230
681	29344	4273402
682	29381	4272401
683	29437	4274299
684	29491	4275771
685	29543	4277019
686	29575	4275435
687	29622	4276029
688	29656	4274613
689	29707	4275793
690	29741	4274314
691	29787	4274714
692	29814	4272417
693	29860	4272742
694	29890	4270898
695	29938	4271524
696	29967	4269530
697	30020	4270918
698	30047	4268567
699	30094	4269185
700	30124	4267236
701	30171	4267712
702	30199	4265564
703	30243	4265719
704	30270	4263451
705	30313	4263419
706	30340	4261148
707	30381	4260787
708	30409	4258665
709	30449	4258270
710	30478	4256193
711	30522	4256337
712	30556	4255051
713	30646	4261564
714	30718	4265565
715	30783	4268523
716	30833	4269509
717	30886	4270895
718	30921	4269701
719	30972	4270724
720	31010	4270003
721	31063	4271425
722	31095	4269768
723	31145	4270667
724	31176	4268988
725	31222	4269366
726	31253	4267747
727	31305	4268843
728	31342	4268097
729	31407	4270930
730	31441	4269677
731	31500	4271865
732	31537	4271045
733	31591	4272376
734	31624	4271046
735	31679	4272634
736	31718	4272056
737	31779	4274409
738	31810	4272695
739	31861	4273701
740	31897	4272785
741	31949	4273930
742	31981	4272438
743	32029	4272994
744	32057	4270959
745	32104	4271463
746	32133	4269569
747	32176	4269545
748	32206	4267686
749	32249	4267706
750	32277	4265686
751	32320	4265564
752	32348	4263605
753	32388	4263214
754	32418	4261448
755	32466	4261996
756	32494	4260081
757	32539	4260220
758	32567	4258237
759	32614	4258779
760	32642	4256781
761	32689	4257228
762	32720	4255745
763	32768	4256358
764	32799	4254679
765	32845	4255020
766	32870	4252710
767	32914	4252869
768	32940	4250625
769	32984	4250764
770	33011	4248666
771	33062	4249645
772	33097	4248604
773	33152	4250061
774	33183	4248569
775	33233	4249464
776	33269	4248502
777	33326	4250328
778	33362	4249363
779	33408	4249725
780	33440	4248342
781	33482	4248230
782	33512	4246453
783	33557	4246725
784	33590	4245466
785	33637	4245941
786	33669	4244559
787	33713	4244590
788	33741	4242808
789	33766	4240495
790	33800	4239277
791	33840	4238953
792	33868	4237070
793	33913	4237321
794	33943	4235696
795	33984	4235386
796	34013	4233699
797	34051	4233086
798	34078	4231069
799	34115	4230343
800	34145	4228682
801	34186	4228507
802	34217	4227027
803	34259	4226872
804	34283	4224543
805	34322	4224036
806	34348	4222020
807	34389	4221771
808	34417	4219852
809	34463	4220265
810	34495	4218955
811	34546	4219995
812	34579	4218785
813	34630	4219771
814	34665	4218791
815	34717	4219853
816	34743	4217874
817	34785	4217735
818	34813	4215913
819	34858	4216194
820	34892	4215052
821	34944	4216189
822	34981	4215503
823	35029	4216133
824	35056	4214178
825	35097	4213939
826	35125	4212199
827	35172	4212673
828	35202	4211125
829	35247	4211386
830	35278	4209992
831	35331	4211265
832	35365	4210157
833	35421	4211716
834	35454	4210580
835	35505	4211585
836	35537	4210270
837	35581	4210470
838	35615	4209431
839	35669	4210727
840	35703	4209645
841	35751	4210287
842	35782	4208874
843	35830	4209431
844	35865	4208566
845	35915	4209395
846	35946	4208038
847	35997	4208948
848	36029	4207709
849	36076	4208231
850	36109	4207103
851	36160	4208027
852	36195	4207087
853	36246	4208020
854	36280	4206996
855	36328	4207648
856	36360	4206454
857	36413	4207584
858	36445	4206328
859	36494	4207040
860	36519	4205046
861	36579	4206953
862	36624	4207222
863	36687	4209532
864	36728	4209360
865	36782	4210591
866	36813	4209314
867	36858	4209501
868	36889	4208132
869	36939	4209032
870	36975	4208151
871	37027	4209202
872	37060	4208141
873	37113	4209245
874	37142	4207664
875	37186	4207813
876	37214	4206141
877	37253	4205763
878	37287	4204729
879	37336	4205465
880	37368	4204212
881	37410	4204128
882	37436	4202299
883	37478	4202150
884	37502	4200116
885	37543	4199849
886	37567	4197722
887	37610	4197751
888	37636	4195907
889	37682	4196346
890	37708	4194408
891	37749	4194284
892	37773	4192205
893	37815	4192084
894	37850	4191278
895	37897	4191786
896	37924	4190025
897	37979	4191369
898	38007	4189703
899	38054	4190171
900	38081	4188485
901	38122	4188335
902	38150	4186731
903	38192	4186650
904	38218	4184845
905	38260	4184785
906	38286	4182933
907	38328	4182921
908	38354	4181066
909	38406	4182118
910	38441	4181305
911	38495	4182531
912	38533	4181979
913	38582	4182748
914	38610	4181155
915	38676	4183691
916	38715	4183223
917	38756	4183099
918	38786	4181708
919	38835	4182390
920	38895	4184297
921	38961	4186821
922	39000	4186443
923	39054	4187598
924	39080	4185866
925	39128	4186448
926	39156	4184822
927	39197	4184634
928	39222	4182791
929	39262	4182479
930	39288	4180783
931	39329	4180617
932	39364	4179777
933	39418	4180993
934	39444	4179243
935	39484	4178974
936	39510	4177215
937	39550	4176905
938	39582	4175812
939	39644	4177907
940	39699	4179188
941	39766	4181727
942	39800	4180834
943	39844	4180974
944	39871	4179298
945	39912	4179122
946	39936	4177195
947	39976	4176987
948	40004	4175389
949	40044	4175202
950	40074	4173881
951	40115	4173743
952	40142	4172038
953	40180	4171636
954	40206	4169881
955	40244	4169438
956	40268	4167566
957	40307	4167123
958	40331	4165221
959	40369	4164768
960	40394	4163020
961	40435	4162861
962	40462	4161285
963	40502	4160975
964	40528	4159361
965	40573	4159579
966	40602	4158256
967	40644	4158186
968	40670	4156489
969	40708	4156042
970	40742	4155152
971	40780	4154760
972	40805	4152943
973	40846	4152846
974	40872	4151219
975	40914	4151122
976	40939	4149395
977	40976	4148888
978	41000	4147045
979	41038	4146604
980	41065	4145002
981	41108	4145064
982	41138	4143878
983	41176	4143427
984	41204	4142012
985	41242	4141552
986	41269	4140023
987	41309	4139807
988	41336	4138294
989	41377	4138196
990	41408	4137033
991	41447	4136759
992	41473	4135122
993	41515	4135108
994	41544	4133766
995	41583	4133442
996	41608	4131799
997	41646	4131336
998	41671	4129664
999	41706	4128977
1000	41732	4127299
1001	41767	4126693
1002	41791	4124852
1003	41828	4124327
1004	41854	4122766
1005	41889	4122063
1006	41914	4120353
1007	41950	4119851
1008	41973	4117919
1009	42008	4117266
1010	42033	4115622
1011	42070	4115092
1012	42096	4113575
1013	42133	4113003
1014	42157	4111259
1015	42194	4110793
1016	42224	4109668
1017	42261	4109170
1018	42287	4107636
1019	42330	4107670
1020	42353	4105861
1021	42391	4105483
1022	42414	4103700
1023	42450	4103094
1024	42475	4101502
1025	42515	4101327
1026	42545	4100113
1027	42582	4099669
1028	42607	4098051
1029	42646	4097778
1030	42670	4096058
1031	42707	4095650
1032	42733	4094109
1033	42770	4093676
1034	42800	4092467
1035	42842	4092491
1036	42871	4091312
1037	42908	4090893
1038	42932	4089184
1039	42971	4088939
1040	43000	4087665
1041	43037	4087236
1042	43065	4085978
1043	43105	4085772
1044	43132	4084346
1045	43171	4084131
1046	43197	4082597
1047	43234	4082238
1048	43261	4080805
1049	43297	4080278
1050	43322	4078739
1051	43358	4078206
1052	43382	4076516
1053	43420	4076200
1054	43447	4074801
1055	43485	4074493
1056	43514	4073321
1057	43555	4073232
1058	43581	4071766
1059	43620	4071491
1060	43646	4070035
1061	43684	4069715
1062	43710	4068288
1063	43748	4067931
1064	43774	4066518
1065	43814	4066350
1066	43841	4065001
1067	43879	4064661
1068	43902	4063010
1069	43937	4062375
1070	43962	4060804
1071	43998	4060301
1072	44021	4058636
1073	44058	4058244
1074	44084	4056758
1075	44119	4056223
1076	44144	4054709
1077	44182	4054347
1078	44210	4053114
1079	44250	4052996
1080	44274	4051452
1081	44316	4051511
1082	44343	4050174
1083	44385	4050180
1084	44410	4048717
1085	44449	4048477
1086	44476	4047160
1087	44520	4047476
1088	44548	4046215
1089	44586	4045951
1090	44612	4044523
1091	44649	4044135
1092	44674	4042609
1093	44711	4042264
1094	44738	4040936
1095	44781	4041132
1096	44806	4039653
1097	44845	4039428
1098	44874	4038331
1099	44912	4038056
1100	44937	4036613
1101	44976	4036362
1102	45001	4034926
1103	45039	4034661
1104	45064	4033148
1105	45101	4032777
1106	45127	4031438
1107	45164	4031019
1108	45188	4029509
1109	45226	4029190
1110	45254	4028059
1111	45297	4028260
1112	45330	4027485
1113	45375	4027827
1114	45400	4026378
1115	45436	4025929
1116	45461	4024527
1117	45502	4024513
1118	45528	4023172
1119	45565	4022809
1120	45591	4021432
1121	45628	4021069
1122	45654	4019726
1123	45689	4019236
1124	45712	4017618
1125	45749	4017269
1126	45775	4015959
1127	45812	4015539
1128	45836	4014103
1129	45874	4013816
1130	45898	4012341
1131	45937	4012119
1132	45965	4011000
1133	46002	4010688
1134	46033	4009793
1135	46070	4009463
1136	46094	4007972
1137	46132	4007653
1138	46157	4006343
1139	46192	4005785
1140	46216	4004292
1141	46250	4003722
1142	46278	4002600
1143	46315	4002282
1144	46342	4001009
1145	46377	4000554
1146	46403	3999204
1147	46439	3998823
1148	46468	3997766
1149	46510	3997879
1150	46540	3996920
1151	46579	3996763
1152	46605	3995539
1153	46644	3995342
1154	46669	3993962
1155	46707	3993707
1156	46736	3992693
1157	46783	3993228
1158	46811	3992151
1159	46850	3992022
1160	46877	3990839
1161	46914	3990490
1162	46939	3989112
1163	46978	3989002
1164	47006	3987862
1165	47046	3987847
1166	47070	3986395
1167	47109	3986247
1168	47134	3984880
1169	47171	3984588
1170	47196	3983280
1171	47231	3982796
1172	47258	3981591
1173	47293	3981084
1174	47318	3979776
1175	47354	3979372
1176	47378	3977953
1177	47415	3977638
1178	47439	3976301
1179	47477	3976068
1180	47504	3974915
1181	47540	3974495
1182	47564	3973072
1183	47600	3972709
1184	47625	3971388
1185	47661	3971039
1186	47687	3969819
1187	47722	3969358
1188	47749	3968195
1189	47785	3967811
1190	47812	3966633
1191	47846	3966153
1192	47872	3964899
1193	47908	3964550
1194	47934	3963328
1195	47969	3962827
1196	47998	3961889
1197	48035	3961638
1198	48060	3960322
1199	48096	3959950
1200	48120	3958611
1201	48156	3958219
1202	48182	3957005
1203	48217	3956522
1204	48243	3955349
1205	48279	3954976
1206	48305	3953810
1207	48340	3953330
1208	48365	3952103
1209	48402	3951794
1210	48427	3950560
1211	48465	3950356
1212	48494	3949374
1213	48529	3948964
1214	48553	3947598
1215	48590	3947351
1216	48614	3946028
1217	48651	3945745
1218	48676	3944513
1219	48714	3944242
1220	48739	3943040
1221	48775	3942665
1222	48803	3941645
1223	48838	3941210
1224	48866	3940199
1225	48905	3940138
1226	48943	3939954
1227	49026	3943390
1228	49065	3943263
1229	49116	3944088
1230	49142	3942976
1231	49185	3943155
1232	49212	3942069
1233	49250	3941853
1234	49275	3940657
1235	49314	3940541
1236	49340	3939416
1237	49377	3939142
1238	49407	3938244
1239	49447	3938266
1240	49476	3937311
1241	49515	3937271
1242	49541	3936110
1243	49582	3936133
1244	49608	3935002
1245	49647	3934909
1246	49673	3933806
1247	49713	3933729
1248	49739	3932585
1249	49776	3932327
1250	49803	3931262
1251	49841	3931102
1252	49866	3929877
1253	49902	3929583
1254	49927	3928371
1255	49966	3928272
1256	49994	3927256
1257	50031	3927068
1258	50056	3925843
1259	50095	3925703
1260	50120	3924552
1261	50158	3924330
1262	50182	3923103
1263	50221	3922984
1264	50246	3921821
1265	50284	3921603
1266	50309	3920455
1267	50346	3920169
1268	50371	3918986
1269	50411	3918996
1270	50440	3918124
1271	50478	3917950
1272	50504	3916868
1273	50539	3916480
1274	50568	3915616
1275	50606	3915385
1276	50629	3914086
1277	50667	3913919
1278	50693	3912841
1279	50731	3912656
1280	50755	3911408
1281	50793	3911261
1282	50817	3910021
1283	50853	3909727
1284	50879	3908641
1285	50918	3908494
1286	50943	3907401
1287	50982	3907270
1288	51005	3905985
1289	51045	3905961
1290	51070	3904822
1291	51108	3904672
1292	51135	3903635
1293	51173	3903472
1294	51198	3902355
1295	51237	3902248
1296	51261	3901045
1297	51298	3900830
1298	51323	3899703
1299	51365	3899814
1300	51390	3898650
1301	51428	3898512
1302	51454	3897454
1303	51490	3897143
1304	51513	3895906
1305	51551	3895692
1306	51581	3894968
1307	51620	3894900
1308	51651	3894223
1309	51692	3894286
1310	51718	3893227
1311	51754	3892969
1312	51781	3891940
1313	51822	3892057
1314	51849	3891105
1315	51891	3891205
1316	51923	3890633
1317	51967	3890970
1318	51994	3889990
1319	52038	3890246
1320	52065	3889341
1321	52107	3889448
1322	52136	3888610
1323	52180	3888914
1324	52208	3888084
1325	52252	3888387
1326	52279	3887388
1327	52321	3887553
1328	52358	3887312
1329	52403	3887702
1330	52435	3887088
1331	52474	3887083
1332	52505	3886411
1333	52556	3887184
1334	52589	3886699
1335	52634	3887054
1336	52670	3886750
1337	52731	3888368
1338	52769	3888219
1339	52843	3890710
1340	52891	3891275
1341	52953	3892911
1342	53032	3895787
1343	53114	3898864
1344	53177	3900567
1345	53248	3902778
1346	53288	3902832
1347	53350	3904382
1348	53396	3904846
1349	53454	3906145
1350	53488	3905725
1351	53544	3906862
1352	53590	3907242
1353	53641	3908049
1354	53678	3907818
1355	53739	3909375
1356	53772	3908853
1357	53819	3909354
1358	53851	3908727
1359	53898	3909204
1360	53930	3908634
1361	53976	3909027
1362	54006	3908297
1363	54051	3908637
1364	54081	3907924
1365	54122	3907986
1366	54152	3907253
1367	54196	3907510
1368	54225	3906733
1369	54269	3907013
1370	54307	3906834
1371	54355	3907414
1372	54389	3907005
1373	54443	3907929
1374	54475	3907408
1375	54519	3907679
1376	54553	3907220
1377	54606	3908164
1378	54650	3908371
1379	54698	3908960
1380	54728	3908251
1381	54771	3908417
1382	54801	3907715
1383	54845	3907978
1384	54876	3907356
1385	54920	3907570
1386	54952	3907005
1387	54996	3907274
1388	55024	3906442
1389	55066	3906536
1390	55091	3905489
1391	55134	3905663
1392	55161	3904732
1393	55201	3904703
1394	55230	3903953
1395	55272	3904078
1396	55301	3903281
1397	55342	3903352
1398	55374	3902746
1399	55423	3903379
1400	55451	3902564
1401	55495	3902779
1402	55539	3903094
1403	55591	3903931
1404	55627	3903645
1405	55675	3904185
1406	55704	3903363
1407	55744	3903395
1408	55774	3902698
1409	55819	3902988
1410	55851	3902458
1411	55897	3902837
1412	55931	3902400
1413	55973	3902530
1414	56002	3901772
1415	56043	3901852
1416	56070	3900935
1417	56110	3900934
1418	56145	3900555
1419	56189	3900840
1420	56217	3899965
1421	56255	3899839
1422	56305	3900517
1423	56367	3902006
1424	56409	3902177
1425	56467	3903359
1426	56501	3902985
1427	56554	3903813
1428	56589	3903513
1429	56650	3904901
1430	56686	3904603
1431	56735	3905272
1432	56773	3905057
1433	56828	3906125
1434	56865	3905907
1435	56924	3907182
1436	56965	3907209
1437	57028	3908797
1438	57068	3908765
1439	57122	3909728
1440	57158	3909437
1441	57212	3910394
1442	57251	3910276
1443	57306	3911305
1444	57342	3910986
1445	57395	3911852
1446	57432	3911618
1447	57486	3912594
1448	57523	3912320
1449	57584	3913778
1450	57621	3913556
1451	57677	3914619
1452	57718	3914634
1453	57770	3915413
1454	57802	3914891
1455	57863	3916252
1456	57899	3915984
1457	57958	3917264
1458	58000	3917327
1459	58057	3918504
1460	58091	3918060
1461	58144	3918914
1462	58182	3918770
1463	58241	3919995
1464	58281	3919962
1465	58341	3921320
1466	58381	3921252
1467	58438	3922400
1468	58475	3922124
1469	58524	3922728
1470	58551	3921822
1471	58599	3922328
1472	58627	3921535
1473	58682	3922470
1474	58711	3921714
1475	58759	3922222
1476	58792	3921718
1477	58838	3922141
1478	58869	3921463
1479	58920	3922166
1480	58947	3921310
1481	59009	3922721
1482	59037	3921920
1483	59090	3922768
1484	59119	3921987
1485	59166	3922430
1486	59196	3921741
1487	59246	3922383
1488	59277	3921765
1489	59330	3922551
1490	59364	3922172
1491	59413	3922715
1492	59440	3921840
1493	59484	3922052
1494	59512	3921228
1495	59556	3921504
1496	59587	3920850
1497	59631	3921123
1498	59661	3920399
1499	59707	3920761
