iter	RMSE
145	8.673027357
146	8.638919737
147	8.604903991
148	8.571056546
149	8.537418397
150	8.503813973
151	8.470324401
152	8.437017677
153	8.403803661
154	8.37072267
155	8.3378344
156	8.305106802
157	8.272398418
158	8.239978862
159	8.207391634
160	8.175131542
161	8.143117467
162	8.111093212
163	8.079249454
164	8.047384352
165	8.015756184
166	7.984284781
167	7.952880503
168	7.92161895
169	7.890494862
170	7.859508216
171	7.828656488
172	7.797972719
173	7.767342603
174	7.73689089
175	7.706631332
176	7.676412324
177	7.64632759
178	7.616374249
179	7.586511698
180	7.556845914
181	7.527264182
182	7.49773249
183	7.468319989
184	7.43905158
185	7.409888664
186	7.380871011
187	7.351938264
188	7.323188865
189	7.294501136
190	7.265909753
191	7.237435063
192	7.209154856
193	7.180954308
194	7.152885869
195	7.124908136
196	7.097015702
197	7.069281195
198	7.041593471
199	7.013994345
200	6.986551684
201	6.95925624
202	6.932047344
203	6.904955402
204	6.877966388
205	6.851058672
206	6.824264564
207	6.797626265
208	6.771068975
209	6.744653436
210	6.718338712
211	6.692102152
212	6.66592592
213	6.639946753
214	6.614018505
215	6.588244658
216	6.562517496
217	6.536945626
218	6.511444399
219	6.48602268
220	6.460741736
221	6.435526586
222	6.410342759
223	6.385381094
224	6.360511028
225	6.335763857
226	6.311127009
227	6.286616391
228	6.262094605
229	6.237731752
230	6.21346194
231	6.189300284
232	6.165223623
233	6.141224259
234	6.117357074
235	6.09351973
236	6.069810187
237	6.046198739
238	6.022736061
239	5.999318683
240	5.975998573
241	5.952840439
242	5.929687007
243	5.906637995
244	5.883595233
245	5.860748088
246	5.837996035
247	5.815338089
248	5.792679944
249	5.770175123
250	5.747841333
251	5.72553426
252	5.703325193
253	5.681269613
254	5.659279643
255	5.637396456
256	5.61556994
257	5.593812833
258	5.572160191
259	5.550628814
260	5.529112735
261	5.507704375
262	5.486403703
263	5.465176893
264	5.444049811
265	5.423041374
266	5.402005571
267	5.381162038
268	5.360127212
269	5.339423696
270	5.318790596
271	5.298259472
272	5.277806486
273	5.257494705
274	5.237185204
275	5.216980703
276	5.19682709
277	5.176798604
278	5.15661704
279	5.136748799
280	5.116727948
281	5.097032515
282	5.077428014
283	5.057835366
284	5.038339135
285	5.018991169
286	4.999742129
287	4.980455517
288	4.961319648
289	4.942196878
290	4.92321227
291	4.904310254
292	4.885427468
293	4.866697529
294	4.847905081
295	4.829302558
296	4.810773806
297	4.792363749
298	4.773969853
299	4.755683639
300	4.737452893
301	4.719294579
302	4.701237537
303	4.683221372
304	4.665252757
305	4.647412888
306	4.629690687
307	4.611993969
308	4.594304567
309	4.576804908
310	4.559365063
311	4.541695816
312	4.524389812
313	4.507127537
314	4.48994697
315	4.472868034
316	4.455650409
317	4.438472602
318	4.421582901
319	4.404706645
320	4.3879004
321	4.371188393
322	4.354497391
323	4.337885208
324	4.321144257
325	4.304502158
326	4.288166617
327	4.271889353
328	4.255665677
329	4.239495877
330	4.223192314
331	4.207198586
332	4.191188907
333	4.175205036
334	4.159389202
335	4.143574136
336	4.127598957
337	4.111937346
338	4.096363482
339	4.080830469
340	4.065294163
341	4.049718189
342	4.034414259
343	4.019149133
344	4.003711936
345	3.988586874
346	3.973549211
347	3.958524615
348	3.943577566
349	3.928345688
350	3.913573386
351	3.898807577
352	3.884128627
353	3.869511843
354	3.854986691
355	3.840483623
356	3.826050856
357	3.811685634
358	3.797068353
359	3.782854156
360	3.768396825
361	3.754077643
362	3.739957529
363	3.725921564
364	3.711969526
365	3.698090718
366	3.68422091
367	3.670185866
368	3.65633611
369	3.64262503
370	3.628710999
371	3.615140991
372	3.601660814
373	3.587931108
374	3.574566528
375	3.561234028
376	3.547943066
377	3.534737075
378	3.521254323
379	3.507952209
380	3.494828274
381	3.481746097
382	3.468583696
383	3.455453197
384	3.442534886
385	3.429750268
386	3.417031716
387	3.404327803
388	3.391691026
389	3.378944621
390	3.366334283
391	3.353872329
392	3.341498317
393	3.329016422
394	3.316347349
395	3.303796905
396	3.291586941
397	3.279418093
398	3.266941115
399	3.254712578
400	3.242364675
401	3.23027641
402	3.218400921
403	3.206557226
404	3.194682859
405	3.182900654
406	3.170990503
407	3.1590338
408	3.147155097
409	3.135579011
410	3.124082234
411	3.11263877
412	3.101118766
413	3.089455116
414	3.078125675
415	3.066756485
416	3.055555772
417	3.044050094
418	3.032511747
419	3.021448583
420	3.010101609
421	2.998815407
422	2.987763854
423	2.976832115
424	2.9660446
425	2.955234902
426	2.944164663
427	2.93336277
428	2.922714932
429	2.911971154
430	2.901433548
431	2.890639623
432	2.879747301
433	2.869041368
434	2.858304002
435	2.847930613
436	2.837354973
437	2.8268967
438	2.816318322
439	2.805887524
440	2.79550295
441	2.785132599
442	2.77476376
443	2.764500003
444	2.754567172
445	2.744616151
446	2.734357073
447	2.724471191
448	2.714352234
449	2.704325327
450	2.694393545
451	2.684427435
452	2.67448669
453	2.664644758
454	2.654773862
455	2.644913728
456	2.635287905
457	2.62552116
458	2.615828465
459	2.60630718
460	2.596641715
461	2.586923017
462	2.57741193
463	2.5680018
464	2.558669467
465	2.549278492
466	2.539872351
467	2.530525675
468	2.521360681
469	2.512075357
470	2.502916302
471	2.493696349
472	2.4845505
473	2.475442019
474	2.466592419
475	2.457547073
476	2.448500682
477	2.439474079
478	2.4305335
479	2.42168112
480	2.412870029
481	2.404030307
482	2.395241497
483	2.386499466
484	2.377785444
485	2.369035632
486	2.360359206
487	2.351779177
488	2.343253952
489	2.334777725
490	2.326218246
491	2.318031708
492	2.309618959
493	2.301222967
494	2.293109943
495	2.28512605
496	2.276818352
497	2.268855629
498	2.260941081
499	2.252833426
500	2.244693761
501	2.236530801
502	2.228537041
503	2.220434452
504	2.212422878
505	2.204543196
506	2.196522149
507	2.188575581
508	2.180970694
509	2.17311105
510	2.165333172
511	2.1578455
512	2.150162986
513	2.142509322
514	2.134853124
515	2.127203255
516	2.119909257
517	2.112162535
518	2.104621869
519	2.097339905
520	2.090173418
521	2.082693703
522	2.075217956
523	2.067766695
524	2.060481355
525	2.053315042
526	2.045945516
527	2.038600945
528	2.031307951
529	2.023990319
530	2.01678517
531	2.009673966
532	2.002523044
533	1.99539612
534	1.988412025
535	1.981633268
536	1.974678546
537	1.967685395
538	1.960755722
539	1.953800435
540	1.946920595
541	1.939893464
542	1.932980335
543	1.926047507
544	1.919289492
545	1.912568414
546	1.905835903
547	1.89910287
548	1.892392357
549	1.885776658
550	1.879108635
551	1.872539117
552	1.865816427
553	1.859324434
554	1.8528455
555	1.846371575
556	1.839830879
557	1.833324932
558	1.82690476
559	1.820577833
560	1.814514873
561	1.8083665
562	1.802178672
563	1.795916103
564	1.789516253
565	1.783300812
566	1.777130244
567	1.77100211
568	1.764883944
569	1.758746606
570	1.752667738
571	1.746572464
572	1.740545058
573	1.734581213
574	1.72862127
575	1.722665376
576	1.716616823
577	1.710570285
578	1.704742049
579	1.698946679
580	1.69308902
581	1.687297706
582	1.681503759
583	1.675770017
584	1.669968941
585	1.664277413
586	1.65846142
587	1.652683033
588	1.647079389
589	1.641325666
590	1.635821316
591	1.630259333
592	1.624774122
593	1.619187674
594	1.613618527
595	1.60815654
596	1.602793473
597	1.597452455
598	1.592052855
599	1.586551239
600	1.581224763
601	1.575943269
602	1.570478614
603	1.565217192
604	1.559841886
605	1.554538994
606	1.549350895
607	1.544207754
608	1.538960588
609	1.533714289
610	1.528597499
611	1.523553426
612	1.518524534
613	1.513488782
614	1.508495691
615	1.503339277
616	1.498349136
617	1.493417291
618	1.488268672
619	1.483374079
620	1.478479215
621	1.47348667
622	1.468615663
623	1.463760425
624	1.458915235
625	1.453965046
626	1.449213288
627	1.44453137
628	1.439874361
629	1.435207741
630	1.430539924
631	1.425882691
632	1.421277114
633	1.416640806
634	1.411894537
635	1.407230785
636	1.402535339
637	1.398046219
638	1.393462223
639	1.388960863
640	1.384511569
641	1.380183792
642	1.375665367
643	1.37120607
644	1.366681821
645	1.362151077
646	1.357692807
647	1.353193667
648	1.34887807
649	1.344525234
650	1.340168042
651	1.335762124
652	1.331408629
653	1.32714605
654	1.322854735
655	1.318550132
656	1.314343825
657	1.310183196
658	1.306077761
659	1.301968489
660	1.297740684
661	1.293477892
662	1.289336615
663	1.285161965
664	1.280968233
665	1.276920114
666	1.272821471
667	1.268651082
668	1.26463092
669	1.260565198
670	1.256595953
671	1.252687643
672	1.248756182
673	1.244760234
674	1.240769516
675	1.236880146
676	1.232973234
677	1.229214746
678	1.225293604
679	1.221406037
680	1.217597527
681	1.213819433
682	1.210045232
683	1.206322749
684	1.202686802
685	1.19893462
686	1.195234199
687	1.191629963
688	1.187900551
689	1.184102299
690	1.180353233
691	1.17664201
692	1.173041116
693	1.169455039
694	1.165908861
695	1.162408754
696	1.158809318
697	1.155330622
698	1.151782127
699	1.148330189
700	1.144916833
701	1.141497698
702	1.137901916
703	1.134387861
704	1.130909108
705	1.127444067
706	1.124118094
707	1.120719405
708	1.117372707
709	1.113958318
710	1.110728792
711	1.10737817
712	1.104019916
713	1.10076531
714	1.097294548
715	1.094147997
716	1.090814605
717	1.087594152
718	1.084282206
719	1.080985046
720	1.077669326
721	1.074551243
722	1.07137921
723	1.068140091
724	1.064913724
725	1.061673856
726	1.058531794
727	1.055353475
728	1.052280774
729	1.049325626
730	1.046140362
731	1.043029224
732	1.040052081
733	1.0370576
734	1.034026707
735	1.031011197
736	1.027953359
737	1.025076622
738	1.022107996
739	1.01925023
740	1.016303509
741	1.013283727
742	1.010268722
743	1.007508464
744	1.004701579
745	1.00185889
746	0.9990978453
747	0.9962065571
748	0.9933415478
749	0.9904849568
750	0.9876399338
751	0.9848248535
752	0.982076005
753	0.9794308132
754	0.9766530345
755	0.9739011553
756	0.9711463005
757	0.9683093188
758	0.9656292632
759	0.9629069492
760	0.9601024666
761	0.9574275623
762	0.9547133669
763	0.9521770892
764	0.9495266451
765	0.9469710007
766	0.9443176657
767	0.9416943707
768	0.9391482266
769	0.9365614133
770	0.9339438062
771	0.9315129423
772	0.9288213352
773	0.9262129309
774	0.9238278944
775	0.9212685762
776	0.9188383124
777	0.9162533293
778	0.9137304489
779	0.911206806
780	0.9086540352
781	0.9061729979
782	0.903742738
783	0.9013577735
784	0.8989233363
785	0.8964992144
786	0.8941189991
787	0.8918298685
788	0.8894674713
789	0.8872496133
790	0.8849599481
791	0.8826114235
792	0.8802504857
793	0.8778784869
794	0.8754730346
795	0.873114963
796	0.870748059
797	0.8684815265
798	0.8661844556
799	0.863894232
800	0.8617646841
801	0.8595021709
802	0.8573028654
803	0.8550677284
804	0.8529603746
805	0.8508123329
806	0.8487480433
807	0.8465646898
808	0.8444213166
809	0.842218851
810	0.8400084697
811	0.8378706784
812	0.8356634378
813	0.8335365214
814	0.83141108
815	0.8293049467
816	0.827216701
817	0.8251457429
818	0.8230734555
819	0.8209986212
820	0.8189271566
821	0.8169313033
822	0.8148976821
823	0.8130115977
824	0.8110837412
825	0.8092577874
826	0.8072853102
827	0.8054437271
828	0.8034712823
829	0.801476134
830	0.7996950345
831	0.797675759
832	0.7957546798
833	0.7938549191
834	0.7919866221
835	0.789992072
836	0.788071948
837	0.7863421358
838	0.7845025879
839	0.7825690652
840	0.780722102
841	0.7788407292
842	0.777005205
843	0.7751549447
844	0.7731902288
845	0.7713209851
846	0.7694417025
847	0.7676226459
848	0.7659927812
849	0.764204251
850	0.7623796056
851	0.7605937709
852	0.758815014
853	0.7570139916
854	0.7552071084
855	0.7534954891
856	0.7517454512
857	0.7499431277
858	0.7482463784
859	0.7466048736
860	0.7449444097
861	0.743242863
862	0.7415550412
863	0.739892328
864	0.7382530809
865	0.7366098112
866	0.7349167557
867	0.7332564726
868	0.7315748298
869	0.7298364586
870	0.7281943888
871	0.7266341875
872	0.7250131577
873	0.7234389144
874	0.7218916063
875	0.7202060571
876	0.718627403
877	0.7170736776
878	0.7154539946
879	0.7138346365
880	0.7123535605
881	0.7108028055
882	0.7093811727
883	0.7079136773
884	0.706385814
885	0.7049108795
886	0.7034660273
887	0.7019539572
888	0.7004033086
889	0.6988676831
890	0.6973722556
891	0.6957991388
892	0.6943777475
893	0.6929357948
894	0.6914847659
895	0.6899670876
896	0.6885654358
897	0.6871111537
898	0.6857226564
899	0.6843225744
900	0.68285513
901	0.6814666429
902	0.6801073139
903	0.6788401392
904	0.6774671886
905	0.676053655
906	0.6746729986
907	0.6733130418
908	0.6719927208
909	0.6706078473
910	0.6692859264
911	0.6678668607
912	0.6665477449
913	0.665144569
914	0.6637925353
915	0.6624323352
916	0.6612635948
917	0.6599923094
918	0.6586876258
919	0.657330581
920	0.6559999953
921	0.6547148904
922	0.6534698676
923	0.6521302663
924	0.6508774136
925	0.6497246013
926	0.6484427975
927	0.6472251353
928	0.6459754296
929	0.6447156993
930	0.6434816147
931	0.6422779472
932	0.6411403818
933	0.6399745895
934	0.6387055357
935	0.6374801041
936	0.6362429112
937	0.6350708525
938	0.6338555424
939	0.6326545094
940	0.6314384633
941	0.6302802015
942	0.6291230022
943	0.627899515
944	0.6267197804
945	0.625567021
946	0.6244732135
947	0.6233148741
948	0.6221347056
949	0.6210151204
950	0.6199434611
951	0.6187404438
952	0.6176677197
953	0.6166117233
954	0.6155213317
955	0.6144565937
956	0.6134047449
957	0.6123020185
958	0.6112771999
959	0.6101889136
960	0.6091187809
961	0.6081708564
962	0.6070883206
963	0.6061239576
964	0.6051154371
965	0.6041146065
966	0.6031082045
967	0.6020575411
968	0.6011087041
969	0.6001142623
970	0.5990484886
971	0.5979743168
972	0.5969745184
973	0.5958959608
974	0.5949458658
975	0.593870124
976	0.592953637
977	0.5919939644
978	0.5909787727
979	0.590026382
980	0.5890187045
981	0.5880657366
982	0.5870923489
983	0.5861268904
984	0.5851780884
985	0.5843080398
986	0.5833330752
987	0.5824341915
988	0.5815074369
989	0.5806075597
990	0.5796654716
991	0.5787793776
992	0.5778275316
993	0.5769290088
994	0.5760004927
995	0.5750904986
996	0.5742560473
997	0.57331497
998	0.5724029416
999	0.5715305029
1000	0.570714102
1001	0.569866645
1002	0.5690171716
1003	0.5681581445
1004	0.5674514069
1005	0.5666489449
1006	0.5658852999
1007	0.5650264788
1008	0.5642177212
1009	0.5633289341
1010	0.5625235864
1011	0.5616192674
1012	0.5607861389
1013	0.5599905767
1014	0.5591772451
1015	0.5583639264
1016	0.557569085
1017	0.5567666408
1018	0.5559582387
1019	0.5551826033
1020	0.5543051772
1021	0.5534608306
1022	0.5527059337
1023	0.5520010275
1024	0.5511866407
1025	0.5504158604
1026	0.5497100516
1027	0.5489015133
1028	0.5482225716
1029	0.5474973964
1030	0.5466967587
1031	0.5458816682
1032	0.5450880226
1033	0.5443372584
1034	0.543605987
1035	0.5427872755
1036	0.5420702572
1037	0.5414053569
1038	0.5407092856
1039	0.5401004348
1040	0.5394246229
1041	0.5386672434
1042	0.5379440646
1043	0.5372218463
1044	0.5365505068
1045	0.5358448004
1046	0.5351768378
1047	0.534489282
1048	0.533787038
1049	0.5330598079
1050	0.5323461707
1051	0.5316589899
1052	0.5309869153
1053	0.5302738067
1054	0.5295580621
1055	0.5288518941
1056	0.528297144
1057	0.5275993024
1058	0.5269776653
1059	0.5262503092
1060	0.5255728701
1061	0.5248807458
1062	0.5242969429
1063	0.5236185469
1064	0.5229378156
1065	0.5223486693
1066	0.5217041485
1067	0.5209619347
1068	0.5203115245
1069	0.5196617752
1070	0.5189742533
1071	0.5183669209
1072	0.5177097336
1073	0.5171883964
1074	0.5166011878
1075	0.5160942351
1076	0.5154639343
1077	0.5147834097
1078	0.5142110947
1079	0.5135370494
1080	0.5129850792
1081	0.5123870756
1082	0.5117479489
1083	0.5111937852
1084	0.5105534283
1085	0.5099418022
1086	0.5093956716
1087	0.5088865874
1088	0.5083351851
1089	0.5078157842
1090	0.5071919719
1091	0.5066690771
1092	0.5060379809
1093	0.5054757615
1094	0.504918226
1095	0.5043512255
1096	0.5037431873
1097	0.503180882
1098	0.5025629755
1099	0.5020335605
1100	0.5014130553
1101	0.5007953077
1102	0.5002384998
1103	0.4996888097
1104	0.4991949019
1105	0.4986600145
1106	0.4981196871
1107	0.4975134547
1108	0.4970270425
1109	0.496570106
1110	0.4960451816
1111	0.4955264838
1112	0.494952917
1113	0.4943801041
1114	0.4938751485
1115	0.4934425174
1116	0.4929125019
1117	0.492480926
1118	0.4920339263
1119	0.4915392039
1120	0.4910557865
1121	0.4905682249
1122	0.490014328
1123	0.4894598544
1124	0.4889402723
1125	0.4884579222
1126	0.4879218538
1127	0.4874838242
1128	0.4870505057
1129	0.4865019827
1130	0.4860627138
1131	0.4855154247
1132	0.4850040053
1133	0.4845837952
1134	0.4841384751
1135	0.4836982267
1136	0.4832068237
1137	0.4827283265
1138	0.4822051411
1139	0.4817401618
1140	0.4812471672
1141	0.4807455141
1142	0.4803544927
1143	0.4799397991
1144	0.4795172877
1145	0.4790913761
1146	0.4785815246
1147	0.4781333553
1148	0.4776821383
1149	0.4772127197
1150	0.4767382423
1151	0.4763375589
1152	0.4758652556
1153	0.4755295266
1154	0.4751113729
1155	0.4747263997
1156	0.4742844504
1157	0.4738986012
1158	0.4735213553
1159	0.4730863434
1160	0.4726778913
1161	0.4722765878
1162	0.4718047505
1163	0.4713958934
1164	0.4709765639
1165	0.4705491276
1166	0.4701697326
1167	0.4697356517
1168	0.4692874397
1169	0.4688711527
1170	0.468553933
1171	0.4681777711
1172	0.4678014959
1173	0.4674544254
1174	0.4670089854
1175	0.4665654319
1176	0.4661824551
1177	0.4657578212
1178	0.4653704178
1179	0.4650197882
1180	0.4647666396
1181	0.4643956325
1182	0.4640297775
1183	0.4636308764
1184	0.4632345198
1185	0.4628853715
1186	0.4624890259
1187	0.4621342849
1188	0.4617231355
1189	0.4613828882
1190	0.4609965287
1191	0.4606171088
1192	0.4603008322
1193	0.4599659784
1194	0.4596447155
1195	0.4593608495
1196	0.4590225693
1197	0.4586933609
1198	0.4583622472
1199	0.4580370494
1200	0.4576989683
1201	0.4573705866
1202	0.4569845793
1203	0.4566518301
1204	0.4562990367
1205	0.4559463913
1206	0.4556569932
1207	0.4553553033
1208	0.4550414152
1209	0.4547575683
1210	0.4544199808
1211	0.454152076
1212	0.4537704423
1213	0.4533902573
1214	0.4530996836
1215	0.4527408256
1216	0.4524631242
1217	0.4520793687
1218	0.451784141
1219	0.4514996754
1220	0.4512086568
1221	0.4508596736
1222	0.4505636636
1223	0.4502675301
1224	0.4499984933
1225	0.4496719081
1226	0.4493356446
1227	0.4490493832
1228	0.448701555
1229	0.448406579
1230	0.4480921715
1231	0.4477930941
1232	0.4475311083
1233	0.4472324575
1234	0.4469325684
1235	0.4467365853
1236	0.4465452071
1237	0.4462569589
1238	0.4459726803
1239	0.4456917059
1240	0.4453654244
1241	0.4450958063
1242	0.4447909788
1243	0.44447834
1244	0.4442379259
1245	0.444032893
1246	0.4437224329
1247	0.4434177078
1248	0.4432215963
1249	0.4429837605
1250	0.4427180394
1251	0.4424860963
1252	0.442172682
1253	0.4419917193
1254	0.441722286
1255	0.4414960143
1256	0.4412453541
1257	0.4409811923
1258	0.4407487872
1259	0.440463009
1260	0.4402109632
1261	0.4399844868
1262	0.4397258595
1263	0.4394918801
1264	0.439278534
1265	0.4389950829
1266	0.4388313978
1267	0.438591165
1268	0.4383109836
1269	0.4380201553
1270	0.4377427659
1271	0.4374647146
1272	0.437222686
1273	0.4369719637
1274	0.4367476432
1275	0.4365464708
1276	0.4363181933
1277	0.4360907623
1278	0.4358348214
1279	0.4355955343
1280	0.4354039561
1281	0.4351788714
1282	0.4349315274
1283	0.4347465468
1284	0.4345346003
1285	0.4343242421
1286	0.4340719206
1287	0.4338000546
1288	0.4335527393
1289	0.433292285
1290	0.4330299768
1291	0.4327654568
1292	0.4326019423
1293	0.432367295
1294	0.4321491785
1295	0.431936409
1296	0.4317368395
1297	0.4315777398
1298	0.4312637368
1299	0.4310729775
1300	0.4308795481
1301	0.4306846689
1302	0.4304631394
1303	0.4302744102
1304	0.4300599115
1305	0.4298219567
1306	0.4295792892
1307	0.4293346558
1308	0.4291387927
1309	0.4288981003
1310	0.4287171595
1311	0.4285324133
1312	0.4282562561
1313	0.4281061153
1314	0.4278792535
1315	0.4276222774
1316	0.4274119374
1317	0.4272000944
1318	0.4270075746
1319	0.4268565215
1320	0.4266464646
1321	0.42642831
1322	0.4262177368
1323	0.4259751012
1324	0.4257759835
1325	0.4255731623
1326	0.4253742436
1327	0.4252123033
1328	0.4250253108
1329	0.4247956188
1330	0.4245641025
1331	0.4244390801
1332	0.4243187452
1333	0.4241841682
1334	0.4240637984
1335	0.4239119409
1336	0.4236557686
1337	0.4235013112
1338	0.4232771191
1339	0.423120506
1340	0.4229115117
1341	0.4226775403
1342	0.4225155191
1343	0.4222995898
1344	0.422095267
1345	0.4218484924
1346	0.4216792082
1347	0.4214651918
1348	0.4212690633
1349	0.4211097951
1350	0.4209371506
1351	0.4207479663
1352	0.4205773539
1353	0.4204101945
1354	0.4202566106
1355	0.4200794752
1356	0.4199082153
1357	0.4197412002
1358	0.4195812554
1359	0.4193852755
1360	0.4192724041
1361	0.4191400805
1362	0.4189784503
1363	0.4188196701
1364	0.4186239826
1365	0.4183987309
1366	0.418274688
1367	0.4181342413
1368	0.4179525662
1369	0.417777813
1370	0.4175969425
1371	0.4174677728
1372	0.4173307941
1373	0.4172241132
1374	0.4170696213
1375	0.416925514
1376	0.4167675794
1377	0.4165701332
1378	0.4164362136
1379	0.4163232055
1380	0.4161733503
1381	0.4160231458
1382	0.415847966
1383	0.4156718607
1384	0.4155690664
1385	0.4154340649
1386	0.4152730556
1387	0.4150743471
1388	0.4149584535
1389	0.4147354316
1390	0.4145329345
1391	0.4143963875
1392	0.4142789756
1393	0.4141367267
1394	0.414032374
1395	0.4138997546
1396	0.4137713235
1397	0.4136177785
1398	0.413436832
1399	0.4132783718
1400	0.4131264895
1401	0.4129700312
1402	0.4128115214
1403	0.4126690617
1404	0.412540536
1405	0.4124558375
1406	0.4123129629
1407	0.4121504445
1408	0.4120269122
1409	0.4118995097
1410	0.4117665327
1411	0.4116250511
1412	0.4114794523
1413	0.4113848163
1414	0.4112475333
1415	0.4110898705
1416	0.4109303581
1417	0.4107803587
1418	0.4106999327
1419	0.4105871871
1420	0.4104694202
1421	0.4103696159
1422	0.4102199855
1423	0.4100500943
1424	0.4099132829
1425	0.4098444375
1426	0.4096534698
1427	0.4095522607
1428	0.4094352411
1429	0.4092797457
1430	0.4091265111
1431	0.4090582479
1432	0.4089572309
1433	0.4087975637
1434	0.4086714385
1435	0.4085015095
1436	0.4083576392
1437	0.4082717452
1438	0.4080938187
1439	0.4079319423
1440	0.4077795811
1441	0.4076355773
1442	0.407475894
1443	0.4073175557
1444	0.4071712911
1445	0.4070358921
1446	0.4069226131
1447	0.4067716282
1448	0.4065806582
1449	0.4064408315
1450	0.4063882604
1451	0.406256864
1452	0.4061376275
1453	0.406068344
1454	0.4059181523
1455	0.4057348286
1456	0.4055734774
1457	0.4054505693
1458	0.4053223341
1459	0.4052385934
1460	0.4051098172
1461	0.4049869503
1462	0.4048445108
1463	0.4046819148
1464	0.4046090085
1465	0.4044886006
1466	0.4043522705
1467	0.404273791
1468	0.4041461156
1469	0.4040832393
1470	0.4039569145
1471	0.4038360591
1472	0.403714903
1473	0.4036062728
1474	0.4034693302
1475	0.4033726072
1476	0.4032110036
1477	0.4030825096
1478	0.4029662832
1479	0.4028433628
1480	0.4027533233
1481	0.4026485771
1482	0.4025044221
1483	0.4023752348
1484	0.4022148166
1485	0.4021023253
1486	0.4019740941
1487	0.4018847244
1488	0.4017780897
1489	0.401655522
1490	0.4015188982
1491	0.4014556696
1492	0.4013165091
1493	0.4011718273
1494	0.4010739334
1495	0.4009562389
1496	0.4008746896
1497	0.4007941497
1498	0.400676332
1499	0.4005644721
1500	0.4004973533
1501	0.4004429834
1502	0.4003387191
1503	0.4002675897
1504	0.4001577817
1505	0.4000569721
1506	0.3999682275
1507	0.3999176736
1508	0.3998631965
1509	0.3997734128
1510	0.3996978114
1511	0.3995675301
1512	0.3994296124
1513	0.3992775453
1514	0.399198084
1515	0.3991011317
1516	0.3989896719
1517	0.3988867378
1518	0.3988285496
1519	0.3987401831
1520	0.3986737236
1521	0.3986198262
1522	0.3985367505
1523	0.3984294174
1524	0.3983068161
1525	0.39819197
1526	0.3981399339
1527	0.3980792586
1528	0.3980403281
1529	0.3979691499
1530	0.3978367022
1531	0.3977333618
1532	0.3975953052
1533	0.3974647324
1534	0.3973873569
1535	0.3973189019
1536	0.3972111671
1537	0.3971679441
1538	0.397066708
1539	0.3969393345
1540	0.3968614765
1541	0.3967993478
1542	0.3967483692
1543	0.3966694382
1544	0.3966132147
1545	0.3965299955
1546	0.3964422643
1547	0.3963841865
1548	0.3963174673
1549	0.396233457
1550	0.3961401034
1551	0.3960096349
1552	0.3958580533
1553	0.3958016758
1554	0.3956656951
1555	0.3955954783
1556	0.3955335238
1557	0.3955003636
1558	0.395414825
1559	0.3953940479
1560	0.395292731
1561	0.3952155844
1562	0.3951757734
1563	0.3950803556
1564	0.3950087543
1565	0.3949451287
1566	0.3948597363
1567	0.394732637
1568	0.3946926757
1569	0.3946464425
1570	0.394558077
1571	0.3944320658
1572	0.3943671463
1573	0.394284841
1574	0.394232205
1575	0.3941645721
1576	0.394097576
1577	0.3940045059
1578	0.3938714418
1579	0.3937799765
1580	0.39368622
